,employees,name,naf
1219926,22,VERNET,26.51B
1245794,31,GIP MPA,80.10Z
1270396,22,PIERREPONT ET FILS,10.11Z
1273447,22,REXEL,46.69A
1280352,32,EUROVIANDE SERVICE,10.11Z
1292642,22,LENNOX FRANCE-LENNOX PRESENCE...,28.25Z
1293736,22,CAT LES PIERRES FAUVES,88.99B
1301050,22,SYSTEME U,47.11D
1304408,31,LUSTRAL,81.21Z
1307330,22,CEGAP,66.22Z
1314844,22,EHPAD ST PAUL MAISON ST SEBASTIEN,87.10A
1315644,41,NETMAN,81.22Z
1332189,22,BIO 17,86.90B
1337385,32,CENTRE LECLERC GRAND-VAL ORVAULT,47.11F
1366678,22,CLINIQUE DE KER YONNEC,86.10Z
1370594,31,GCA,41.20B
1378992,22,AUDIKA,70.10Z
1380862,22,PICWIC,47.65Z
1381608,22,MOVIANTO,46.46Z
1391859,22,INTERMARCHE,47.11F
1394697,22,T.I.B - A.M.D.T.,29.20Z
1396204,32,GSF,81.22Z
1398131,31,SETCOR,49.39A
1399131,22,CLINIQUE LES ORHIDEES,86.10Z
1399248,22,CEGELEC - TUNZINI - VINCI FACILITIES,43.22B
1402376,22,SHLMR,68.20A
1407308,32,VIVALTO SANTE LES HOPITAUX PRIVES RENNAIS,86.10Z
1408396,22,THERMES DE BARBOTAN,96.04Z
1408398,32,THERMES GREOUX,96.04Z
1408401,22,THERMES DE JONZAC,96.04Z
1408404,22,LES THERMES D'AMELIE LES BAINS,96.04Z
1408412,22,THERMES CAMBO,96.04Z
1421313,32,CLINIQUE SAINT FRANCOIS,86.10Z
1428014,22,ETS DE SANTE S.S.R.  LE DIVIT,86.10Z
1428016,31,ETS DE SANTE S.S.R. JEAN LACHENAUD,86.10Z
1428017,31,ETS DE SANTE S.S.R. LA MARTINIERE,86.10Z
1431029,31,GRAS SAVOYE SA,66.22Z
1436689,32,B&M,47.19A
1455306,32,BEMACO,23.61Z
1476508,22,SCHENKER-JOYAU,52.29A
1490630,22,EIFFAGE CONSTRUCTION NANCY,41.20B
1491731,22,ESAT DES BERGES DE L AISNE ATEL. DE PRODUCTION,88.10C
1496567,32,KORIAN LES TROIS TOURS,86.10Z
1512563,22,RENAULT RETAIL GROUP PARIS,45.11Z
1512564,22,RENAULT RETAIL GROUP COURBEVOIE,45.11Z
1512566,22,RENAULT RETAIL GROUP PANTIN,45.11Z
1512571,22,RENAULT RENAIL GROUP FRESNES,45.11Z
1512573,22,RENAULT SAINT QUENTIN,45.11Z
1512580,22,RENAULT RETAIL GROUP MONTPELLIER,45.11Z
1512583,22,RENAULT RETAIL GROUP ANGERS,45.11Z
1512585,22,RENAULT RETAIL GROUP PT DE LA MAYE,45.11Z
1512590,22,RENAULT RETAIL GROUP,45.11Z
1512595,32,RENAULT RETAIL GROUP LYON SUD,45.11Z
1512596,22,RENAULT RETAIL GROUP LYON NORD,45.11Z
1512597,22,RENAULT RETAIL GROUP LE HAVRE,45.11Z
1512598,22,RENAULT RETAIL GROUP LE MANS,45.11Z
1512608,22,RENAULT RETAIL GROUP RENNES,45.11Z
1512616,22,RENAULT RETAIL GROUP NICE OUEST,45.11Z
1512620,31,RENAULT RETAIL GROUP TOULOUSE ETATS UNIS,45.11Z
1512629,22,RENAULT RETAIL GROUP LILLE FACHES-T,68.20B
1512634,22,RENAULT RETAIL GROUP  NANTES,45.11Z
1512636,22,RENAULT RETAIL GROUP TOULON,45.11Z
1512700,22,RENAULT RETAIL GROUP AUBAGNE,45.11Z
1512708,22,RENAULT RETAIL GROUP PT ACQUITAINE,45.11Z
1512731,22,RENAULT RETAIL GROUP BOULOGNE,45.11Z
1512739,22,RENAULT RETAIL GROUP TMA,45.11Z
1512756,22,RRG BORDEAUX BRUGES,45.11Z
1533938,31,CTRE READAPTION FONCTIONNELLE,86.10Z
1533950,41,POLYCLINIQUE DE RIAUMONT,86.10Z
1533951,41,POLYCLINIQUE D'HENIN BEAUMONT,86.10Z
1533954,22,CENTRE PSYCHOTHERAPIE LES MARRONNIERS,86.10Z
1543985,32,E. LECLERC,47.11F
1548175,22,A.G.C. 12,69.20Z
1579696,22,SALINI HABITAT - SMRD-BAT 92,41.20B
1594110,31,LECLERC,46.17A
1595356,22,DELIFRANCE,10.71A
1595357,31,DELIFRANCE SA,10.71A
1601500,31,APEI LES PAPILLONS BLANCS DE L'ARDT DE SAINT OMER,87.20A
1601503,31,ETABLISSEMENT SPECIALISE D AIDE PAR LE TRAVAIL,88.10C
1608876,32,CELIO,47.71Z
1609260,22,CELIO LOGISTIQUE,52.10B
1610620,22,COMPTOIR GENERAL POUR LA FERMETURE -COGEFERM,46.74A
1613270,22,CARREFOUR MARKET,47.11F
1614921,22,LA BOUTIQUE DE L'ASCENSEUR,43.29B
1618507,31,SYNERLINK,28.29A
1624030,31,EMPLOI SERVICES,88.99B
1626250,22,KORIAN L ESTRAN,86.90E
1662626,22,LES ATELIERS AGNES BOSSART-RALLION,94.99Z
1667718,22,CENTRE DU LAMENTIN,84.30A
1668706,22,SONOVA FRANCE,46.46Z
1696853,22,AFIBEL,47.91B
1699281,32,GARE ROUTIERE D ARGENTEUIL,49.31Z
1700096,22,DPT FIT,22.19Z
1700097,32,DEPT AUTOMOBILE,22.19Z
1711652,31,EFISOL,22.21Z
1712653,32,CLINIQUE DE L'ATLANTIQUE,86.10Z
1721783,32,CAF REUNION,84.30C
1734732,22,ESAT LES ATELIERS DES VAUZELLES,88.10C
1752959,22,SERVICE AIDE MENAGERE,88.10A
1761920,22,HORIZON,88.99B
1762181,22,LA FRANCAISE DES JEUX,92.00Z
1773525,22,CAF GUYANE,84.30C
1773534,22,CGSS DE LA GUYANE,84.30A
1775657,22,IMP CLAIRE JOIE,85.59B
1780686,42,DXC,62.02A
1781926,31,CLINIQUE MALARTIC,86.10Z
1807173,31,ADREXO,73.11Z
1815044,22,ADAPEI ESAT GEORGES MOY DE LACROIX,88.10C
1817887,22,SALVAREM,71.12B
1817898,32,AMSOM-HABITAT,68.20A
1819231,22,IMS LES CHAMPS DE MERLE,87.10B
1819234,22,ESAT LES TIDALONS SAINT-DENIS,88.10C
1833946,22,MARCHE FRAIS GEANT,47.21Z
1848028,41,GRANDIAL / ET / DUCLOS,11.02B
1857165,22,LILLE COURSES-RADIO FRET-CFE-PRO-LOGISTICS,52.29A
1860428,22,EIFFAGE CONSTRUCTION ILLE ET VILAINE,41.20B
1870297,22,CTRE READAPT FONCTIONNELLE REVEL,86.10Z
1870389,32,SYNERLAB BTT,21.20Z
1895607,22,AFFRAIS- AFFRAIS PROD- AFFRAIS LOG,10.11Z
1912307,32,NORMANDY 1,86.10Z
1912309,22,NORMANDY 2,86.10Z
1923333,22,I.M.E. LA CHRYSALIDE,87.10B
1935500,32,CENTRE DISTRIBUTEUR E. LECLERC,47.11F
1938511,22,COLLEGE PRIVE VILLEBOIS MAREUIL,85.31Z
1954593,22,SERVICE D'AIDE AUX PERSONNES,88.10A
1972689,32,AGCO PARTS DIVISION,46.61Z
2003687,22,SIME,77.29Z
2016052,22,FOREZIENNE,43.12B
2016079,22,FOUGEROLLE BALLOT TERRASSEMENTS,43.12B
2025248,22,PICHETA TERRASSEMENT PICHETA DEMOLITION,43.12B
2028403,22,SUPER U,47.11F
2044828,22,SEAFRIGO,52.29B
2062419,22,M.A.S.FOYER ALBERT BARBOT,87.10C
2062420,32,F.D.T BOIS D'OLIVES,87.10C
2066526,22,MAKE UP FOR EVER,46.45Z
2076782,22,CENTRE COMMERCIAL LES RIVES DU LAC,47.11F
2098707,22,S.E.C. AUTO,33.20C
2102606,22,HARPERCOLLINS FRANCE SA,58.11Z
2133737,32,CENTRE DISTRIBUTEUR E LECLERC,47.11F
2144209,22,ESAT LA HETRAIE,88.10C
2149245,32,LABORATOIRES DERMATOLOGIQUES AVENE,20.42Z
2190706,22,DEDALUS,62.02B
2193887,22,EIFFAGE CONSTRUCTION ALPES MARITIMES,41.20B
2196813,22,C A T,88.10C
2198515,32,CENTRE TECHNIQUE DE LYON,71.12B
2198516,22,ATOCHEM,20.13B
2206644,22,MAISON ACCUEIL SPECIALISEE,87.10C
2206651,22,FOYERS SAVS DU LUNELLOIS,87.20A
2206657,22,PLATEFORME WALLON LAINE,87.20A
2230821,22,G.M.T.,25.62B
2236510,22,ESAT SOCIAL ET PRODUCTION MONTCLAIR,88.10C
2249062,22,C.A.T,88.10C
2259815,32,INDIGO,52.21Z
2262157,42,BPIFRANCE,64.92Z
2279768,22,CAPS,70.10Z
2281946,22,PUM,46.69B
2282366,32,HOWMET FASTENING SYSTEMS,25.94Z
2303951,22,CHARIER GENIE CIVIL NANTES,43.12B
2304083,22,ABCIS BY AUTOSPHERE,45.11Z
2311279,22,KORIAN BELLECOMBE,86.10Z
2326576,22,CERS C.A.T.,88.10C
2326588,22,CENTRE PSY ARAGOU LIMOUX,86.10Z
2332209,22,APEDI - ESAT SCHILTIGHEIM,88.10C
2336881,22,OREXAD,46.69B
2337003,22,OREXAD BRAMMER,46.69B
2359260,22,EIFFAGE CONSTRUCTION ATLANTIQUE VENDEE,41.20B
2368878,22,C E B,27.11Z
2375754,22,CENTRE D'AIDE PAR LE TRAVAIL,88.10C
2425281,32,ARCONIC FASTENING SYSTEMS,25.94Z
2425531,22,"GROUPAMA PROTECTION JURIDIQUE, JURIASSISTANCE",65.12Z
2436615,22,LECLERC DRIVE,47.91A
2446673,22,ECOLE PRIM PRIV ST MICHEL,85.20Z
2448135,22,C.A.T. DE CONTHE,88.10C
2448140,22,CAT DU PONT DE JULIEN,88.10C
2465567,22,ABER PROPRETE,81.21Z
2476355,32,LA FOURNEE DOREE,10.71A
2480311,22,BANK OF CHINA PARIS BRANCH,64.19Z
2482345,31,HYPER U,47.11F
2487109,32,OPTIONS SA,77.29Z
2490190,32,HYPERMARCHE,47.11F
2491517,22,LES ATELIERS DE GERMENOY,88.10C
2500635,22,CENTRE LECLERC,47.11D
2514298,22,EUGENE PERMA,46.45Z
2525750,32,SULLY PRODUITS SPECIAUX,23.12Z
2534916,31,CUISIMER,10.20Z
2545708,22,RNA - ESAT,87.20A
2570008,22,TP OUEST,42.11Z
2570009,32,BATIMENT SUD,41.20B
2604920,22,CENTRE D AIDE PAR LE TRAVAIL,88.10C
2615237,32,HOPITAL PRIVE SAINT CLAUDE,86.10Z
2615547,22,ENGIE SOLUTIONS,26.30Z
2615548,32,EQUANS,26.30Z
2623628,22,TERRES DE CUISINE,56.29B
2625058,22,FOYER ANDRE LESTANG,87.30B
2625060,22,FOYER LES MARIZYS,87.30B
2625061,22,LE HAMEAU DE GATINES,87.10B
2625063,22,DOMAINE DE CHANTALOUP,87.10C
2631472,22,AGENCE BRUNEL,43.11Z
2631474,22,AGENCE GENIER-DEFORGE IDF,43.11Z
2638298,22,ADEF RESIDENCES LA MAISON DU CEDRE BLEU,87.10A
2642714,22,LEO LAGRANGE CENTRE EST,94.99Z
2656378,22,AGENCE ISERE LOIRE RHONE,42.11Z
2660708,22,POLE HEBERGEMENT,87.90B
2665517,32,CENTRE DISTRIBUTEUR E.LECLERC - LA GOUGERE,47.11D
2665611,22,C.A.T. ALTER EGO,88.10C
2676063,22,PONTOON,70.22Z
2681450,32,ETABLISSEMENTS SOGAL,70.10Z
2689860,22,CLINIQUES VONTES ET CHAMPGAULT,86.10Z
2690875,22,HOTEL TOUBANA,55.10Z
2693478,32,E.  LECLERC,47.11F
2696031,22,LABORATOIRE DE BIOLOGIE MEDICALE,86.90B
2706372,22,ESAT JEAN PINAUD,88.10C
2725978,41,SINETT,81.21Z
2731901,22,DE RIJKE NORMANDIE,49.41A
2735770,41,CANDOR,81.21Z
2779616,22,ESAT CAT NOTRE AVENIR,88.10C
2784285,22,DEPT MEDICAL - HAD - SSIAD,86.10Z
2784286,22,DEPT SOCIAL - SERVICE A LA PERSONNE,88.10A
2795056,22,ALVEA,46.71Z
2828180,22,MAISON DE RETRAITE DE L'ARC,87.30A
2851168,22,D E E E,43.21A
2853970,22,SOM MEDITERRANEE,71.12B
2853973,22,SOM RHONE ALPES,71.12B
2853975,22,SOM ENERGIE,71.12B
2853987,22,LIGERON,71.12B
2853990,22,SOM VAL DE LOIRE,71.12B
2853992,22,SOM INGENIERIE SITES,71.12B
2863142,22,MOBALPA-TIPI-DELPHA-AXESS-MISE EN SCENE,31.02Z
2863144,31,PERENE DOMACTIS,31.02Z
2863145,41,FOURNIER - PERENE - DOMACTIS - DELPHY,31.02Z
2866204,31,ESAT ARC EN CIEL,88.10C
2887168,22,VERDANNET FROMAGER,10.51C
2899055,41,NTN-SNR,28.15Z
2903463,22,EUROVIA CAL,42.11Z
2919674,22,KEOS,45.11Z
2931415,31,RADIO FRANCE,60.10Z
2934270,22,LABORATOIRE ELGYDIUM,72.19Z
2934272,22,LABORATOIRES PIERRE FABRE ONCOLOGIE - LABORATOIRE,46.46Z
2934276,22,PIERRE FABRE PHARMACEUTICALS,21.20Z
2944793,22,KORIAN L'OBSERVATOIRE,86.10Z
2951571,32,TORAY CARBON FIBERS EUROPE,23.99Z
2971990,22,POPB VPC,93.11Z
2989457,22,MAISON RETRAITE LE CLOS DE GREX CORBONOD,87.10A
2989477,22,MAISON DE LA PROVIDENCE,87.10A
3002487,22,SOMEVE,16.23Z
3002599,22,APSA,87.90B
3006130,22,LIGARTIS,46.74B
3006160,22,ESAT DE VALOGNES,88.10C
3015742,22,FONTANIE,43.21A
3025970,22,SUPER U,45.32Z
3033928,22,LEROY MERLIN (FRANCHISE),64.20Z
3043379,22,SOCIETE DE LOCATION DE BENNES (SLB),38.32Z
3072225,22,KORIAN CHATEAU DE LORMOY,87.10A
3075247,41,CENTRE E.LECLERC,47.11F
3075262,22,DIVISION FREALIM,10.85Z
3078686,22,IME CHARLES PERDRIZET,87.10B
3078687,31,C.R.F.BRETEGNIER,86.10Z
3078696,22,CRCP FC LA GRANGE SUR LE MONT,86.10Z
3084399,22,LES ALTHEAS ETAB SOINS LONGUE DUREE,86.10Z
3088838,22,HOTEL BAMBOU,55.10Z
3141402,22,TIERS TEMPS LE CANNET DOLCE FARNIENTE,87.30A
3167712,22,E L 2 D,43.21A
3167737,31,ETABLISSEMENT DE ST ALBAN,11.07B
3167836,31,CHARLES FARAUD,10.39B
3168627,41,ABXWEB - ABXDIAGNOSTICS,26.51B
3203740,22,COLLEGE PRIVE ST FRANCOIS D ASSISE,85.31Z
3206382,22,THELINKS-G&A,73.20Z
3218645,22,LIMPA NETTOYAGES,81.22Z
3218663,41,LIMPA NETTOYAGES,81.21Z
3220630,22,SCE ADMINI ST JOSEPH NAZARETH LA TRINITE,85.31Z
3222562,22,EQUANS,43.21A
3230084,22,OCCAMAT,43.11Z
3233578,41,HN SERVICES - HN FORMATION - HN RECRUTEMENT,62.02A
3234264,22,CAR,45.11Z
3252830,22,EIFFAGE CONSTRUCTION MIDI PYRENEES,41.20B
3261372,22,CLAUDIE PIERLOT,14.13Z
3270893,32,EIFFAGE CONSTRUCTION NORD AQUITAINE,43.99C
3283582,32,MAIN SECURITE DUNKERQUE,80.10Z
3283583,22,MAIN SECURITE ALSACE MOSELLE,80.10Z
3283585,22,MAIN SECURITE BORDEAUX,80.10Z
3283607,22,MAIN SECURITE NANTES,80.10Z
3313955,22,AGENCE PARIS NORD,42.11Z
3313972,22,AGENCE SNPR YVELINES-VAL D OISE,42.11Z
3313973,22,AGENCE DEVAUX ROUEN,42.11Z
3313975,22,AGENCE DIEPPEDALLE LE HAVRE,42.11Z
3313986,22,AGENCE PARIS EST,42.11Z
3313988,22,SNPR SYLVAIN JOYEUX,42.11Z
3314014,22,GENNEVILLIERS NORD IDF,42.11Z
3314033,22,AGENCE GENIE CIVIL,42.11Z
3317947,22,SJE,42.11Z
3317957,22,AGENCE YONNE,42.11Z
3318001,22,AGENCE DE BESANCON,42.11Z
3318030,22,MONTARON,42.11Z
3318033,22,COLAS BEAUVAIS,42.11Z
3318049,22,COLAS LILLE,42.11Z
3321634,22,LA CIE DE FORMATION PIGIER,85.59B
3335888,31,TRANSPORTS PECH,49.41A
3336157,22,ETABLISSEMENT D ORLEANS,42.11Z
3336159,22,ETABLISSEMENT DE QUIMPER,42.11Z
3336164,22,ETABLISSEMENT DE CHATELLERAULT,42.11Z
3336198,22,ETABLISSEMENT DE TOURS,42.11Z
3336211,22,ETABLISSEMENT DE CHARTRES,42.11Z
3336213,22,ETABLISSEMENT D'ANGERS,42.11Z
3336214,22,ETABLISSEMENT DE VANNES,42.11Z
3336219,22,ETABLISSEMENT DE BREST,42.11Z
3336236,22,ETABLISSEMENT DU MANS,42.11Z
3336249,22,ETABLISSEMENT DE RENNES,42.11Z
3336255,22,ETABLISSEMENT DE GUINGAMP,42.11Z
3336266,22,ETABLISSEMENT DE BOURGES,42.11Z
3343883,22,COLAS RHONE-ALPES AUVERGNE,42.11Z
3343891,22,AGENCE SACER LYON,42.11Z
3345622,22,AGENCE BORDEAUX RIVE GAUCHE,42.11Z
3347113,22,CAT LE CORBELET BATIMENT C,88.10C
3406573,31,CLUB MEDITERRANEE LES BOUCANIERS,55.20Z
3440229,41,GOODYEAR DUNLOP FRANCE,22.11Z
3444861,32,B.F.C. O.I,64.19Z
3456577,22,CENTRE DISTRIBUTEUR E.LECLERC,47.11F
3464200,31,STRAN,49.31Z
3472747,22,OPEL NIMES,45.11Z
3480761,22,AVEM,95.11Z
3520658,22,LABORATOIRE DU PARC DE L'EUROPE,86.90B
3531692,22,EBP,62.02A
3536303,22,EPSA ET BUY PRO,70.22Z
3557082,22,EMERAUDE ENTREPRISE ADAPTEE,81.21Z
3559898,22,ACA NEXIA,69.20Z
3569636,22,COLLEGE PRIVE ST JOSEPH,85.31Z
3579465,22,PINETTE PEI,28.96Z
3581534,22,LOCAL.FR,58.12Z
3583020,32,CENTRE REEDUCATION L'ESPOIR,86.10Z
3586598,32,FROMAGERIES M. SUR L'SLE,10.51C
3599202,22,USINES DES TABACS,12.00Z
3599544,22,SUEZ,38.21Z
3602331,31,MSD SANTE ANIMALE,21.20Z
3607414,22,ESAT FOYER LES ATELIERS DU DOMAINE,88.10C
3620645,22,SWAO,22.23Z
3622254,41,NETTO DECOR HYGIENE,81.29A
3630830,41,CIRAD,72.19Z
3631784,22,ESAT VERNET INDUSTRIEL,88.10C
3631789,22,L ARTISANERIE,88.10C
3634237,22,CIM,58.29A
3637649,22,DARTY HABITAT NATURE ET DECOUVERTES,47.59A
3665736,22,EATP,85.32Z
3668094,22,PRO A PRO,46.17A
3669706,32,LOUIS VUITTON,47.72B
3700976,22,SADAP,49.39A
3720702,22,VERDIE VOYAGES,79.12Z
3728389,22,JUMBO SCORE,47.11F
3742647,31,"TAXIS GATINAIS, GATINE EVASION",49.39A
3753817,22,CENTRE E LECLERC,47.11F
3775927,32,CENTRE E. LECLERC,47.11F
3775928,22,E.LECLERC DRIVE,47.91A
3780338,32,ACTP ATELIER PROTEGE,88.10C
3782084,22,ETB FORMATION,85.59A
3782115,22,IFAC PERIGORD,93.29Z
3782120,22,IFAC ETB PETITE ENFANCE,88.91A
3787191,22,GMM,25.11Z
3788527,22,FRIGO TRANSPORTS 17,49.41A
3822961,22,PAPREC PLASTIQUES - FCR,38.32Z
3831863,22,AUTOSTAR SA,29.20Z
3852287,22,LE PERMIS INFORMATIQUE,62.02A
3856312,22,ABEILLE RUSH,53.20Z
3856313,31,ABEILLE RUSH,49.41B
3860601,22,ARASS AEREA,87.90A
3875838,22,E A N M LA BRECHE,88.10C
3880129,22,TECOFI,28.14Z
3883543,32,LA ROCHETTE CARTONBOARD SAS,17.12Z
3893258,22,KUEHNE PLUS NAGEL,52.29B
3893285,22,KUEHNE NAGEL,49.41B
3898545,22,SULKY BUREL,28.30Z
3906857,22,LYCEE GEN ET TECHNOL PRIVE ND KREISKER,85.31Z
3907018,22,LE RELAIS 80,38.32Z
3908633,22,CAT SAINTE ANNE,88.10C
3908663,22,SPE,87.90A
3957219,22,SERTRAS,43.99D
3974398,22,UPS - FRANCE,52.29B
3974399,22,UPS FRANCE,52.29A
3974404,22,UPS,52.29A
3991689,22,TIRU SA,38.21Z
3991761,31,DIPTA,72.19Z
3998261,22,ARI ESAT GRAND LINCHE,88.10C
3998262,22,ARI ESAT ARC EN CIEL,88.10C
4016258,22,GESTFORM 31,63.11Z
4034499,22,HABITAT ALTERNATIF SOCIAL,88.99B
4034822,22,CAMIDI,49.41B
4049220,41,ERICSSON FRANCE,26.30Z
4053785,22,ESAT LA CHATAIGNERAIE,88.10C
4053787,22,ESAT LES ATELIERS MORSAINTOIS,88.10C
4053802,22,M A S LE MASCARET,87.10C
4053803,22,ESAT LA CARDON,88.10C
4057527,22,S I C T A,25.62B
4071793,22,EDITIONS DELCOURT - EDITIONS SOLEIL,58.11Z
4077053,22,SOCCAST,47.11F
4108994,22,MOULIN BLEU,10.71A
4111080,32,LINXENS FRANCE,26.11Z
4112614,22,KORIAN PERIER,87.10A
4123168,31,GROUPE APR,81.21Z
4127220,32,MARIANNE INTERNATIONAL,82.30Z
4134274,22,LEBLANC CALBERSON - CALBERSON WALBA,52.29A
4134470,31,USINE DU GRAND MURIER,17.23Z
4137574,22,FRAPPA,29.20Z
4138945,32,CLINIQUE PASTEUR,86.10Z
4138946,22,CLINIQUE GENERALE,86.10Z
4141410,32,POLYCLINIQUE DE COURLANCY,86.10Z
4141412,31,POLYCLINIQUE LES BLEUETS,86.10Z
4141413,41,POLYCLINIQUE REIMS-BEZANNES,86.10Z
4153194,22,COHESION SOCIALE ORLEANS,88.99B
4159114,31,COMMUNICATION ELECTRONIQUE,33.20D
4203102,22,LEO BURNETT - PUBLICIS K1 - CHEMISTRY,73.11Z
4208247,31,NIELSEN,73.20Z
4228668,22,AGENOR,81.21Z
4230472,32,FINANCO,64.92Z
4232471,41,NORMANDIE 1905,10.51C
4234516,22,AXIANS INTEGRATION RESEAUX IDF AXIANS MAINTENANCE,42.22Z
4236507,22,PEC TREDI,38.22Z
4244575,22,PROSEGUR,80.10Z
4251297,22,SODEXHO FRANCE ENTREPRISES ADMIN,56.29A
4265001,31,GRIMAUD FRERES,01.47Z
4265806,22,CHATAL,25.62A
4276829,32,ASSOCIATION POLE THERMAL D AMNEVILLE,96.04Z
4278230,31,ALGUE BLANC ADRIATIC,25.11Z
4279337,22,ONET ACCUEIL PROVENCE,82.99Z
4294650,22,FONDERIE,24.51Z
4309626,22,ESAT DE SAINT DENIS,88.10C
4323641,22,EPS,80.20Z
4335077,42,REASSORT - MERCHANDISING & ANIMATIONS,73.11Z
4337140,22,JENNYFER,47.71Z
4340510,31,MACOBOIS - ELIOME,41.20A
4350660,22,CRT,43.21A
4379691,32,INTERCONTINENTAL,55.10Z
4384876,22,UNICO,47.11F
4387720,22,AMBULANCES BARTHES-JUSSIEU SECOURS,86.90A
4399565,32,CITRAM AQUITAINE,49.39A
4399607,22,TPC,49.39B
4404452,22,CISE NORMANDIE-CENTRE,36.00Z
4404818,22,CISE,36.00Z
4408105,41,KS DESIGN,78.10Z
4408266,22,DARTY,82.20Z
4414439,32,ISOR,81.21Z
4414444,41,ISOR AGENCE DE LYON,81.21Z
4436736,22,BIOMATECH NAMSA,71.20B
4441749,31,INTER COSMETIQUES,20.42Z
4449315,22,ESAT ELISA SENART,88.10C
4451565,22,ARICAD,62.02A
4452122,41,AGENCE AUBERVILLIERS 1,81.22Z
4452129,42,AGENCE AUBERVILLIERS 1,81.21Z
4452134,42,AGENCE BONNEUIL SUR MARNE 1,81.21Z
4452135,41,AGENCE BONNEUIL SUR MARNE 3,81.21Z
4455272,22,ISCOM,85.42Z
4460191,22,ADAGES BOURNEVILLE,87.10B
4460195,22,IME IMP COSTE ROUSSE,87.10B
4460196,22,ADAGES ESAT COMMERCIAL,88.10C
4465332,32, ARDATEM ,71.12B
4465339,22,ARDATEM,71.12B
4497123,41,LTR,49.41A
4500818,22,EXERTIS,46.90Z
4517149,22,AMAD,88.10A
4539048,22,ATELIER KENNEDY,88.10C
4547589,22,KYPSELI ESAT SAINT BARTHELEMY,88.10C
4547590,22,KYPSELI ESAT ANGERS,88.10C
4547600,22,KYPSELI ESAT BOUCHEMAINE,88.10C
4547607,22,KYPSELI ESAT VERRIERES EN ANJOU,88.10C
4548748,41,"GEORGES FRANCK, ELORA DECO, GF WOMAN, GF",47.99A
4566398,32,PLATS-CUISINES - PLATSCUISINES - SA,10.85Z
4566652,22,SCETORG,62.01Z
4579260,42,DERICHEBOURG ATIS AERONAUTIQUE,71.12B
4583281,22,DS RHONE ALPES,46.39A
4609496,22,SECTION ESAT,88.10C
4651514,22,KORIAN LES ALCIDES,87.10C
4651539,22,KORIAN LES CYPRES,86.10Z
4651570,22,KORIAN LES GRANGES,86.10Z
4651580,22,KORIAN LA FERME DU MARAIS,87.10A
4651597,22,KORIAN VAL DE SAUNE,86.10Z
4651603,22,KORIAN LES ARBELLES,86.10Z
4651639,22,KORIAN LES LILAS BLEUS,87.10A
4651653,22,KORIAN LE BALCON LYONNAIS,87.10A
4651654,22,KORIAN ESTELA,86.10Z
4663493,22,INTERMACHE,47.11F
4686801,22,PRO A PRO,46.90Z
4686802,22,CODI PRO,46.36Z
4686807,22,ETABLISSEMENTS POIRETTE,46.39B
4728856,32,MAHOLA HOTESSES,78.30Z
4735176,22,SOCOBATI,46.73A
4773012,22,ALBINE CONSEIL,82.30Z
4815097,31,JST TRANSFORMATEURS,27.11Z
4819988,32,EM ROMAINVILLE,61.20Z
4869914,22,CONIMAST INTERNATIONAL,25.11Z
4893178,22,METRALOC,49.41B
4906038,41,LABORATOIRE BODY NATURE,20.42Z
4908733,22,ASN,81.22Z
4911701,22,YORK,28.25Z
4912106,22,SFRCEGETEL,61.20Z
4912189,51,SFR,61.20Z
4917358,22,MERIT TE,33.20A
4930226,22,KEOS,45.20A
4939759,22,MAISON DE CONVALESCENCE BETHARRAM,86.10Z
4940783,31,CHEMINEES INDUSTRIELLES,28.25Z
4941469,32,LIDL,70.10Z
4941732,31,LIDL,52.10A
4946416,22,FNAC,47.54Z
4948248,22,ETS LACTALIS LOGISTIQUE,52.10A
4974642,32,THE WESTIN PARIS,55.10Z
4982228,41,KINTESSIA,81.21Z
4991358,22,BMW FINANCE,64.92Z
5002917,22,CHARIER ROUTES&TRAVAUX URBAINS MONTOIR DE BRETAGNE,43.12B
5029510,22,SEVEN CASINO,92.00Z
5038963,22,SUD SERVICE,81.21Z
5066400,22,MONTS JURA AUTOCARS,49.39A
5080389,22,REUNION TOUS SERVICES,81.21Z
5088953,22,DGF,52.29B
5095297,22,AGENCE LYON,42.21Z
5112526,22,BRESSUIRE VIANDES,10.11Z
5127505,22,BONIFAY,46.73A
5134380,31,GSF OCCITANIA,81.22Z
5134392,32,GSF ATLANTIS,81.22Z
5136530,22,JEULIN-LE LABORANTIN-POLYTECH INSTR,46.69C
5162968,22,DELTA NEO,25.93Z
5164791,32,A D N,81.21Z
5164792,22,ADN,81.21Z
5165432,32,CENTRE ACTIVITES LE CORMIER,81.22Z
5181544,22,AXAL,49.42Z
5185169,32,SECURITAS DIRECT-AROUNDIO SECURITAS,80.20Z
5185208,22,VERISURE,80.20Z
5189254,32,HOTEL MEURICE,55.10Z
5237145,22,ESSTEAM,88.99B
5248259,22,BOULANGER,47.54Z
5258253,32,CENTRE DISTRIBUTEUR LECLERC,47.11F
5262571,32,GRAND PARC DU PUY DU FOU,93.21Z
5289974,22,EDITIONS ALBIN MICHEL EDUCATION -,58.11Z
5326017,31,E. LECLERC,70.10Z
5328306,22,LABORATOIRE RIVADIS,20.42Z
5385784,22,CETUP,49.41B
5386160,32,NATECIA LYON,86.10Z
5397073,32,LECLERC DRIVE,47.11F
5409147,22,MGB TP,42.11Z
5413132,31,ATLAS COPCO COMPRESSEURS,46.69B
